AID,sex,intoxication,intercourse_dummy,intox_most_recent_sex
94619963,1,never,0,never
94619964,1,occasionally,0,never
94636352,2,never,0,never
94636354,2,never,0,never
94676322,1,never,1,sober
94676422,1,occasionally,1,sober
94676623,2,never,0,never
94676728,1,never,0,never
94676929,2,occasionally,1,sober
94678273,2,never,0,never
94678274,2,frequently,1,sober
94678379,1,occasionally,1,sober
94710033,1,never,0,never
94710139,2,never,0,never
94710188,2,never,0,never
94710238,1,never,0,never
94710239,2,never,0,never
94710376,2,never,0,never
94710389,2,never,0,never
94710390,2,never,0,never
94710392,2,never,0,never
94710450,1,never,0,never
94710871,1,never,1,sober
94710883,2,never,0,never
94710937,2,never,0,never
94710974,1,never,0,never
94710989,1,occasionally,1,sober
94710994,1,never,0,never
94710998,2,never,0,never
94710999,1,never,0,never
94711065,2,never,0,never
94711066,1,never,0,never
94711162,2,occasionally,0,never
94711176,1,never,0,never
94711177,1,never,0,never
94711261,1,never,1,never
94711266,2,occasionally,0,never
94711862,2,never,NA,never
94711973,1,never,1,sober
94711974,2,never,0,never
94712047,2,never,0,never
94712211,1,never,1,sober
94712218,1,never,0,never
94712341,1,never,0,never
94712396,2,never,0,never
94712917,1,occasionally,0,never
94712942,1,never,0,never
94712975,1,never,1,never
94712990,2,never,0,never
94712991,1,never,0,never
94712998,2,never,0,never
94713002,2,never,1,sober
94713301,2,never,0,never
94713338,1,never,1,sober
94713395,1,never,0,never
94713603,2,never,0,never
94713936,2,never,0,never
94714017,1,never,0,never
94714020,2,never,0,never
94714022,1,never,0,never
94714085,1,never,0,never
94714088,2,never,0,never
94714117,1,never,0,never
94714144,1,never,0,never
94714180,1,never,0,never
94714218,2,never,0,never
94714230,2,never,0,never
94714231,1,never,0,never
94714237,2,never,0,never
94714240,2,occasionally,1,intoxicated
94714242,1,never,NA,never
94714244,2,occasionally,0,never
94714245,2,never,0,never
94714310,1,never,0,never
94714322,2,never,0,never
94714344,1,never,0,never
94714394,2,never,0,never
94714398,1,never,0,never
94714480,1,never,0,never
94714681,1,never,1,never
94714932,2,never,0,never
94714934,1,never,0,never
94714990,1,never,1,never
94715025,2,never,0,never
94715123,2,never,0,never
94715254,1,occasionally,0,never
94715257,2,never,0,never
94715393,2,occasionally,0,never
94715922,1,never,1,never
94715954,2,never,0,never
94715955,1,never,0,never
94715980,2,never,0,never
94715981,2,never,0,never
94715982,2,never,0,never
94715987,2,never,0,never
94715994,2,frequently,0,never
94716011,2,occasionally,1,intoxicated
94716057,2,never,0,never
94716068,1,occasionally,0,never
94716095,2,never,0,never
94716153,2,never,0,never
94716192,2,never,0,never
94716210,2,occasionally,0,never
94716217,2,never,0,never
94716257,1,never,1,never
94716265,1,never,0,never
94716281,1,never,0,never
94716290,1,never,1,sober
94716293,1,occasionally,0,never
94716315,2,never,0,never
94716358,1,never,0,never
94716627,1,never,0,never
94716663,2,never,0,never
94716668,2,never,0,never
94716868,1,never,0,never
94716893,1,never,0,never
94716914,1,never,1,sober
94716975,2,never,0,never
94716976,2,never,0,never
94716987,2,never,0,never
94717262,1,frequently,1,sober
94717461,1,never,0,never
94718027,2,never,0,never
94718105,2,never,0,never
94718125,2,never,0,never
94718180,2,never,0,never
94718194,2,never,0,never
94718208,1,never,0,never
94718211,1,never,0,never
94718249,1,never,0,never
94718273,2,never,0,never
94718277,1,never,0,never
94718284,2,never,0,never
94718307,1,never,0,never
94718329,2,occasionally,0,never
94718342,1,never,0,never
94718393,2,occasionally,1,sober
94718485,2,never,NA,never
94718687,2,never,1,never
94718880,1,never,0,never
94718888,2,never,0,never
94718905,1,never,1,sober
94718944,2,never,0,never
94718971,1,never,0,never
94718987,2,never,0,never
94718998,2,never,0,never
94719270,2,occasionally,1,sober
94719279,2,never,0,never
94719932,1,never,0,never
94719933,2,never,0,never
94719934,2,never,0,never
94719935,1,never,1,never
94719936,2,never,1,sober
94719972,1,never,1,never
94719978,2,occasionally,0,never
95316359,2,never,0,never
95316851,1,never,0,never
95374971,2,never,0,never
95374972,1,never,0,never
95374973,1,never,0,never
95374975,2,never,0,never
95500036,1,never,0,never
95500235,2,occasionally,0,never
95500280,1,occasionally,1,sober
95500332,2,never,0,never
95500333,2,occasionally,1,sober
95500377,1,never,0,never
95500710,2,occasionally,0,never
95500815,2,never,0,never
95500839,2,occasionally,1,sober
95501960,2,occasionally,1,sober
95501969,2,never,0,never
95503030,1,frequently,1,sober
95504188,1,never,0,never
95504228,2,occasionally,1,sober
95504423,2,occasionally,1,sober
95504449,2,never,1,sober
95504481,1,occasionally,0,never
95504484,1,occasionally,1,sober
95504487,1,never,0,never
95504608,2,never,0,never
95504620,2,frequently,1,intoxicated
95504707,2,never,1,never
95504709,1,never,1,never
95504888,2,never,1,sober
95504902,1,never,0,never
95504947,1,occasionally,1,sober
95506022,1,never,0,never
95506098,2,never,1,sober
95506124,1,never,0,never
95506154,1,never,1,sober
95506174,1,never,1,sober
95506181,1,never,0,never
95506202,1,occasionally,0,never
95506230,1,occasionally,1,intoxicated
95506308,1,occasionally,1,sober
95506309,2,never,1,sober
95506332,1,never,0,never
95506333,2,occasionally,1,sober
95506395,1,occasionally,0,never
95506426,1,never,1,sober
95506482,2,never,0,never
95506527,2,never,NA,never
95506570,2,occasionally,1,sober
95506680,2,occasionally,0,never
95506684,2,occasionally,1,sober
95506926,1,never,0,never
95507059,1,occasionally,0,never
95507158,2,never,1,sober
95507214,2,occasionally,1,sober
95507311,1,frequently,1,sober
95507914,2,never,1,never
95508034,1,occasionally,NA,never
95508271,1,occasionally,1,sober
95508323,1,never,1,sober
95508339,2,never,0,never
95508624,2,never,0,never
95508825,2,never,1,sober
95508833,2,occasionally,0,never
95508931,2,occasionally,1,intoxicated
95508969,1,never,1,sober
95508980,2,never,1,sober
95508981,1,never,0,never
95508984,2,never,0,never
95540910,2,never,NA,never
95543606,1,never,1,never
95543704,2,frequently,1,intoxicated
95544183,2,occasionally,1,sober
95544983,2,never,0,never
95544985,2,occasionally,1,sober
95546778,1,never,1,sober
95546779,1,occasionally,1,sober
95546970,2,occasionally,0,never
95548074,1,occasionally,0,never
95548969,2,never,1,never
95570025,2,never,0,never
95570097,2,never,1,never
95570121,2,occasionally,0,never
95570123,2,never,0,never
95570184,1,frequently,0,never
95570294,1,frequently,1,intoxicated
95570299,1,occasionally,1,sober
95570326,2,never,0,never
95570353,1,never,0,never
95570376,2,never,0,never
95570450,1,occasionally,1,sober
95570480,2,occasionally,1,sober
95570576,1,never,0,never
95570588,2,never,1,sober
95570592,2,occasionally,1,sober
95570621,2,never,1,sober
95570692,1,occasionally,1,sober
95570789,1,never,0,never
95570852,1,never,NA,never
95570929,1,never,1,sober
95571018,2,never,0,never
95571074,2,occasionally,0,never
95571100,1,never,1,never
95571112,1,frequently,0,never
95571160,2,never,0,never
95571170,1,never,1,never
95571204,2,never,0,never
95571210,2,never,0,never
95571306,1,never,0,never
95571316,2,occasionally,1,intoxicated
95571319,1,occasionally,1,sober
95571378,2,never,0,never
95571464,1,occasionally,0,never
95571465,1,frequently,1,sober
95571500,2,never,0,never
95571601,1,occasionally,0,never
95571651,1,occasionally,0,never
95571657,1,never,0,never
95571669,1,occasionally,0,never
95571674,2,never,0,never
95571679,2,never,0,never
95571708,1,occasionally,1,sober
95571819,2,occasionally,0,never
95571877,1,never,0,never
95571913,1,never,0,never
95571973,1,never,1,sober
95572073,1,occasionally,1,sober
95572078,2,never,0,never
95572102,2,never,0,never
95572107,1,frequently,0,never
95572108,1,never,0,never
95572111,2,occasionally,1,intoxicated
95572115,1,occasionally,1,sober
95572194,2,never,1,sober
95572206,1,never,0,never
95572224,1,never,0,never
95572227,2,never,0,never
95572248,1,never,1,never
95572283,1,never,1,never
95572285,2,frequently,1,sober
95572289,1,frequently,1,sober
95572291,1,never,0,never
95572297,1,never,0,never
95572306,2,never,0,never
95572310,1,never,0,never
95572316,1,occasionally,0,never
95572318,2,never,0,never
95572322,1,never,0,never
95572329,2,never,0,never
95572343,2,frequently,1,intoxicated
95572376,1,never,0,never
95572382,1,occasionally,1,sober
95572386,2,never,1,never
95572394,2,never,0,never
95572398,1,never,0,never
95572402,1,never,0,never
95572405,2,frequently,1,intoxicated
95572443,2,occasionally,1,sober
95572804,2,occasionally,1,intoxicated
95572847,2,never,0,never
95572861,1,occasionally,1,sober
95572865,1,frequently,1,sober
95572872,2,occasionally,1,sober
95572876,1,never,0,never
95572903,2,never,0,never
95572917,1,never,0,never
95572918,2,occasionally,1,intoxicated
95572921,1,never,0,never
95572925,2,occasionally,1,sober
95572927,1,never,1,sober
95572967,1,occasionally,0,never
95572981,2,never,1,never
95572982,1,never,0,never
95572984,2,never,0,never
95572985,2,occasionally,0,never
95573031,1,never,1,never
95573193,2,occasionally,0,never
95573219,1,never,0,never
95573227,1,never,0,never
95573230,1,never,1,sober
95573233,1,occasionally,0,never
95573293,1,occasionally,1,sober
95573294,1,occasionally,0,never
95573329,1,never,NA,never
95573333,1,never,0,never
95573407,1,never,0,never
95573412,2,occasionally,1,sober
95573415,1,occasionally,0,never
95573516,1,frequently,1,sober
95573618,2,never,0,never
95573815,2,never,1,sober
95573917,2,never,1,never
95573921,2,never,0,never
95573924,1,never,0,never
95573939,2,frequently,1,intoxicated
95573945,1,occasionally,0,never
95573946,1,never,0,never
95573949,2,never,0,never
95573950,1,occasionally,0,never
95573951,1,never,0,never
95573954,2,never,0,never
95573956,2,never,0,never
95573957,2,never,0,never
95573958,2,never,0,never
95573991,2,never,0,never
95573994,2,never,0,never
95574031,2,occasionally,1,sober
95574234,1,never,0,never
95574295,1,never,1,never
95574307,1,never,0,never
95574333,2,never,1,never
95574408,1,never,0,never
95574415,1,never,1,never
95574502,2,never,0,never
95574503,2,never,1,never
95574529,2,never,0,never
95574591,1,never,0,never
95574604,2,never,0,never
95574608,2,never,0,never
95574614,2,never,0,never
95574615,2,never,1,sober
95574617,1,occasionally,1,sober
95574638,1,never,0,never
95574733,2,never,1,sober
95574745,1,frequently,1,sober
95574790,1,never,1,never
95574804,2,never,1,never
95574839,2,never,1,sober
95574936,2,occasionally,1,sober
95574937,2,never,1,sober
95574944,2,never,0,never
95574998,2,never,1,sober
95575014,2,occasionally,1,sober
95575018,1,never,0,never
95575026,2,never,1,never
95575029,1,never,0,never
95575031,2,never,1,never
95575062,2,never,0,never
95575073,2,occasionally,0,never
95575081,2,frequently,1,sober
95575087,1,frequently,1,sober
95575100,2,never,0,never
95575122,2,never,0,never
95575134,2,never,0,never
95575153,2,never,1,sober
95575164,2,occasionally,1,sober
95575166,2,never,0,never
95575181,1,occasionally,1,sober
95575191,1,never,1,sober
95575203,2,frequently,0,never
95575206,2,never,0,never
95575210,1,never,0,never
95575211,1,never,0,never
95575222,1,never,0,never
95575235,1,frequently,1,sober
95575241,1,never,0,never
95575242,1,never,0,never
95575243,2,never,0,never
95575244,2,never,0,never
95575245,2,never,0,never
95575255,1,never,1,sober
95575259,2,never,0,never
95575294,2,occasionally,0,never
95575309,2,occasionally,1,sober
95575313,2,occasionally,0,never
95575319,2,occasionally,0,never
95575322,1,never,1,never
95575329,1,occasionally,0,never
95575331,2,never,0,never
95575337,1,occasionally,1,sober
95575351,2,never,1,never
95575357,1,occasionally,1,sober
95575377,2,never,0,never
95575379,1,occasionally,1,sober
95575386,2,never,0,never
95575401,1,occasionally,0,never
95575402,2,never,0,never
95575404,1,never,0,never
95575421,2,occasionally,1,sober
95575426,1,never,0,never
95575461,1,never,0,never
95575462,1,never,0,never
95575527,1,never,1,never
95575579,2,never,0,never
95575621,1,never,1,never
95575628,2,never,1,never
95575629,2,never,0,never
95575678,2,never,0,never
95575805,2,never,0,never
95575825,2,never,0,never
95575860,1,never,1,sober
95575871,2,frequently,1,sober
95575940,2,never,0,never
95575941,1,never,0,never
95575943,2,never,0,never
95575944,2,never,0,never
95575945,2,never,1,never
95575946,1,frequently,1,sober
95575974,2,frequently,1,intoxicated
95575982,2,never,0,never
95575985,1,never,0,never
95576034,2,never,0,never
95576037,2,never,0,never
95576039,2,occasionally,1,sober
95576041,1,never,0,never
95576052,1,never,1,never
95576064,1,occasionally,1,sober
95576091,2,occasionally,1,sober
95576114,2,frequently,0,never
95576115,2,occasionally,1,sober
95576116,1,never,0,never
95576158,1,occasionally,1,sober
95576178,2,never,0,never
95576184,1,frequently,1,sober
95576236,2,never,0,never
95576262,2,occasionally,0,never
95576307,2,never,0,never
95576323,2,never,0,never
95576363,2,occasionally,0,never
95576410,2,never,0,never
95576414,1,never,0,never
95576435,1,never,0,never
95576447,1,frequently,1,intoxicated
95576471,2,never,0,never
95576482,2,occasionally,1,sober
95576514,1,never,0,never
95576519,1,frequently,1,intoxicated
95576586,2,occasionally,1,sober
95576600,1,frequently,1,sober
95576759,1,never,1,sober
95576763,1,never,0,never
95576814,2,never,0,never
95576815,2,never,1,intoxicated
95576817,2,never,0,never
95576832,1,never,1,never
95576841,1,never,0,never
95576852,1,never,0,never
95576898,1,never,1,never
95576904,1,occasionally,0,never
95576931,1,frequently,1,sober
95577054,2,occasionally,1,sober
95577061,1,never,1,never
95577124,1,occasionally,1,sober
95577129,2,occasionally,1,intoxicated
95577169,1,never,0,never
95577185,1,never,0,never
95577223,2,occasionally,1,sober
95577224,2,occasionally,0,never
95577227,1,never,0,never
95577228,2,occasionally,0,never
95577229,2,never,0,never
95577267,2,occasionally,1,sober
95577285,2,never,0,never
95577321,2,occasionally,0,never
95577363,2,occasionally,1,intoxicated
95577783,1,never,0,never
95577862,2,never,1,sober
95577863,2,frequently,1,sober
95577884,1,never,1,sober
95577889,1,never,1,never
95577923,2,occasionally,1,sober
95577926,1,occasionally,0,never
95577928,2,never,0,never
95577986,1,never,0,never
95578006,1,never,1,sober
95578046,1,occasionally,0,never
95578083,1,never,1,never
95578106,1,never,1,never
95578109,1,occasionally,1,sober
95578110,1,never,1,never
95578113,2,never,1,never
95578126,1,frequently,1,sober
95578148,1,never,0,never
95578195,2,never,0,never
95578196,2,never,1,intoxicated
95578205,2,never,1,sober
95578206,2,never,1,never
95578218,1,never,1,never
95578234,2,never,0,never
95578307,1,never,1,never
95578380,2,never,1,never
95578413,1,never,1,never
95578425,1,occasionally,0,never
95578462,1,never,0,never
95578482,1,never,1,sober
95578486,1,never,1,never
95578500,1,never,0,never
95578607,1,occasionally,1,sober
95578614,2,occasionally,1,sober
95578642,1,never,0,never
95578685,2,never,0,never
95578687,2,frequently,1,sober
95578741,1,occasionally,0,never
95578818,1,never,1,never
95578867,1,never,1,sober
95578886,2,never,0,never
95578894,2,occasionally,0,never
95578911,1,occasionally,1,sober
95578939,1,never,1,never
95578948,2,never,1,sober
95578963,1,never,0,never
95578986,1,never,1,never
95578995,1,occasionally,1,sober
95578997,1,never,1,never
95579175,2,occasionally,0,never
95579178,1,never,0,never
95579232,2,never,0,never
95579234,1,never,1,sober
95579237,1,never,1,never
95579245,2,never,0,never
95579246,2,occasionally,1,sober
95579263,2,never,0,never
95579266,1,never,0,never
95579269,1,never,0,never
95579271,1,never,0,never
95579276,1,never,1,never
95579290,1,never,1,never
95579291,1,never,0,never
95579292,1,occasionally,1,sober
95579293,1,never,1,sober
95579332,1,frequently,1,intoxicated
95579374,1,never,0,never
95579379,1,never,0,never
95579931,1,occasionally,1,sober
95579936,2,occasionally,1,intoxicated
95579937,1,never,0,never
95579941,1,occasionally,1,sober
95579943,2,occasionally,0,never
95579944,1,occasionally,1,sober
95579947,1,never,0,never
95579957,2,never,NA,never
95579960,1,never,0,never
95579962,1,never,0,never
95579963,2,frequently,1,sober
95579966,1,never,1,never
95579978,1,occasionally,1,sober
95579982,2,never,0,never
95579986,1,never,0,never
95579989,1,never,0,never
95579990,1,occasionally,1,sober
95579994,1,occasionally,1,sober
95579997,2,never,0,never
95593009,1,occasionally,1,intoxicated
95593101,2,occasionally,0,never
95593202,2,never,1,sober
95593302,2,never,0,never
95593907,1,occasionally,1,sober
95606121,2,frequently,1,intoxicated
95614178,2,never,1,sober
95619064,1,never,0,never
95619065,1,never,0,never
95619165,2,occasionally,0,never
95619167,2,never,1,never
95619363,1,never,0,never
95619465,1,frequently,1,sober
95619962,2,never,0,never
95624976,2,never,0,never
95646127,2,never,1,sober
95676151,2,never,NA,never
95676153,2,never,1,sober
95676729,1,never,1,never
95676822,1,never,NA,never
95676952,1,occasionally,1,sober
95678073,2,never,0,never
95678077,2,occasionally,1,sober
95678170,1,never,1,never
95678275,2,never,1,sober
95678870,1,never,1,sober
95710081,2,never,0,never
95710117,2,never,0,never
95710158,2,never,0,never
95710214,1,never,0,never
95710236,1,never,0,never
95710254,1,never,1,never
95710285,2,never,0,never
95710293,1,never,0,never
95710480,1,never,0,never
95710489,1,never,0,never
95710552,2,never,0,never
95710589,2,frequently,1,sober
95710936,2,never,1,sober
95710953,2,never,0,never
95710977,1,never,0,never
95710984,1,frequently,1,sober
95711267,2,never,0,never
95711366,2,never,0,never
95711369,2,never,0,never
95711869,2,occasionally,0,never
95711964,1,never,0,never
95711978,2,never,1,sober
95712176,1,never,0,never
95712214,1,never,1,sober
95712215,1,occasionally,1,sober
95712290,2,never,0,never
95712297,2,never,0,never
95712312,2,occasionally,1,sober
95712314,2,never,1,never
95712317,2,never,0,never
95712342,1,never,0,never
95712398,2,never,0,never
95712913,2,never,0,never
95712917,1,never,0,never
95712945,2,never,0,never
95712949,1,never,0,never
95712992,1,never,0,never
95713007,1,never,0,never
95713193,1,never,1,never
95713235,2,never,0,never
95713308,2,never,0,never
95713335,2,never,0,never
95713806,2,never,1,never
95714010,1,frequently,1,intoxicated
95714020,1,occasionally,1,sober
95714098,1,never,0,never
95714111,2,never,0,never
95714226,1,never,0,never
95714230,2,never,0,never
95714281,1,never,0,never
95714316,1,never,0,never
95714322,2,never,0,never
95714334,2,never,1,never
95714483,1,never,0,never
95714841,2,never,0,never
95714886,1,never,1,never
95714890,2,never,0,never
95714891,1,never,0,never
95714924,1,never,0,never
95715028,1,never,0,never
95715097,1,occasionally,1,intoxicated
95715229,2,never,0,never
95715252,1,never,0,never
95715323,2,never,0,never
95715327,2,never,0,never
95715357,2,never,0,never
95715358,1,never,1,never
95715359,2,never,0,never
95715368,2,occasionally,0,never
95715393,1,never,NA,never
95715395,1,never,0,never
95715924,1,never,0,never
95715933,1,occasionally,0,never
95715935,2,never,0,never
95715937,2,never,0,never
95715951,2,never,0,never
95715952,2,never,0,never
95715983,2,never,0,never
95715986,2,never,0,never
95715988,2,never,0,never
95716028,2,never,0,never
95716057,1,never,0,never
95716087,1,frequently,0,never
95716098,1,never,0,never
95716099,1,never,1,sober
95716130,2,never,0,never
95716150,2,never,0,never
95716191,2,never,1,sober
95716211,2,frequently,1,sober
95716214,1,never,1,never
95716234,1,never,0,never
95716238,1,never,0,never
95716292,1,never,1,never
95716318,1,never,0,never
95716339,2,never,0,never
95716424,2,never,NA,never
95716826,2,never,0,never
95716862,1,never,0,never
95716882,1,never,0,never
95716891,2,never,0,never
95716901,1,never,0,never
95716903,2,never,0,never
95716904,2,never,0,never
95716906,1,never,0,never
95716916,1,never,0,never
95716932,2,never,0,never
95716953,2,never,0,never
95716970,1,never,0,never
95716973,1,never,0,never
95716975,1,never,0,never
95716976,1,never,0,never
95716977,1,never,0,never
95716978,2,never,0,never
95717068,1,never,0,never
95717168,2,never,0,never
95717268,2,never,0,never
95717362,1,occasionally,1,sober
95717364,2,never,0,never
95717368,1,occasionally,1,sober
95717469,1,occasionally,1,sober
95717861,1,never,1,never
95717912,2,never,0,never
95717914,2,never,0,never
95717916,2,never,0,never
95717919,2,never,0,never
95717951,2,occasionally,0,never
95717957,1,never,0,never
95718107,2,never,1,never
95718187,2,never,0,never
95718215,2,never,0,never
95718216,2,never,1,sober
95718296,2,never,0,never
95718300,1,never,0,never
95718313,2,occasionally,0,never
95718387,2,never,0,never
95718396,1,never,1,never
95718482,2,never,0,never
95718486,2,never,0,never
95718684,1,never,1,sober
95718821,1,never,0,never
95718886,1,never,0,never
95718900,2,never,1,sober
95718908,2,never,0,never
95718918,1,occasionally,0,never
95718925,2,never,0,never
95718926,1,never,0,never
95718971,1,never,0,never
95718973,2,never,0,never
95718998,2,never,0,never
95719270,2,never,1,sober
95719279,2,frequently,1,sober
95719930,2,never,0,never
95719932,2,never,0,never
95719935,1,occasionally,1,sober
95719936,2,never,0,never
95719937,2,never,1,sober
95719973,1,never,1,sober
95719975,2,never,NA,never
95719977,2,occasionally,1,sober
96316056,2,never,0,never
96316155,1,never,0,never
96316353,2,never,0,never
96316453,2,never,0,never
96374972,2,never,0,never
96374974,2,never,0,never
96374975,1,never,0,never
96374976,1,never,0,never
96374977,2,never,1,sober
96500056,1,never,0,never
96500070,2,never,0,never
96500152,2,occasionally,1,sober
96500182,1,never,0,never
96500221,2,occasionally,0,never
96500257,1,never,1,intoxicated
96500282,2,never,1,never
96500381,1,never,0,never
96500655,2,never,0,never
96500658,1,never,1,never
96500815,1,never,0,never
96500870,1,never,0,never
96500920,1,never,0,never
96500928,2,never,1,sober
96500981,1,occasionally,1,sober
96501251,1,frequently,1,sober
96501960,1,never,0,never
96501966,1,never,0,never
96503202,2,never,0,never
96503800,1,never,0,never
96503834,2,never,1,never
96503930,2,never,1,sober
96504102,2,occasionally,1,sober
96504204,2,never,0,never
96504296,1,never,0,never
96504341,1,never,0,never
96504509,1,never,0,never
96504821,2,occasionally,1,sober
96504949,1,never,0,never
96506041,1,frequently,1,sober
96506046,1,never,0,never
96506057,2,occasionally,1,sober
96506097,2,never,1,sober
96506122,1,never,1,sober
96506158,2,occasionally,1,sober
96506274,2,frequently,1,sober
96506282,2,never,0,never
96506342,1,never,0,never
96506354,2,never,0,never
96506359,1,never,0,never
96506449,1,never,0,never
96506571,2,never,0,never
96506692,2,never,0,never
96506722,2,occasionally,0,never
96506790,2,never,0,never
96506929,2,never,0,never
96506942,2,occasionally,1,sober
96506955,1,occasionally,1,sober
96506962,2,occasionally,0,never
96506967,2,never,0,never
96507057,1,frequently,1,sober
96507982,2,never,0,never
96508069,1,never,0,never
96508135,1,occasionally,0,never
96508138,2,occasionally,1,sober
96508285,2,never,0,never
96508361,1,never,1,sober
96508532,1,never,1,never
96508834,1,occasionally,1,sober
96508876,2,occasionally,1,intoxicated
96508935,1,never,1,sober
96508947,1,frequently,1,sober
96508974,2,occasionally,1,sober
96540219,2,never,0,never
96544206,2,never,0,never
96544208,1,never,0,never
96544308,2,never,0,never
96544888,1,occasionally,1,sober
96546225,2,occasionally,1,sober
96546276,2,never,1,sober
96546779,2,never,0,never
96548261,2,never,1,never
96570059,2,never,0,never
96570072,2,never,0,never
96570085,1,occasionally,1,sober
96570121,1,occasionally,0,never
96570129,2,never,1,sober
96570188,2,never,1,never
96570212,1,never,0,never
96570213,2,never,1,never
96570285,1,never,1,never
96570416,1,occasionally,1,sober
96570418,2,occasionally,1,sober
96570488,2,never,0,never
96570490,1,never,1,sober
96570520,1,occasionally,1,sober
96570525,1,never,0,never
96570596,2,never,0,never
96570612,2,frequently,1,sober
96570735,1,never,1,never
96570819,1,frequently,1,sober
96570870,1,occasionally,1,intoxicated
96570875,2,never,1,sober
96570891,1,never,0,never
96570982,1,never,0,never
96571001,1,occasionally,1,sober
96571008,2,occasionally,1,sober
96571013,1,never,0,never
96571077,1,never,1,sober
96571113,1,never,0,never
96571114,1,occasionally,0,never
96571117,2,occasionally,1,sober
96571169,1,never,0,never
96571211,2,never,0,never
96571214,1,never,0,never
96571267,1,never,1,sober
96571272,1,never,1,sober
96571311,2,never,0,never
96571373,1,never,1,never
96571377,2,never,1,never
96571400,1,never,0,never
96571409,2,never,0,never
96571503,2,never,0,never
96571505,1,never,0,never
96571509,1,never,0,never
96571565,2,frequently,1,intoxicated
96571605,2,never,0,never
96571675,1,occasionally,1,sober
96571701,2,occasionally,0,never
96571709,1,never,0,never
96571763,2,occasionally,1,sober
96571811,1,occasionally,1,sober
96571818,1,never,0,never
96571819,2,never,0,never
96571851,1,never,0,never
96571859,1,occasionally,0,never
96571872,2,never,1,sober
96571874,2,never,1,never
96571877,2,never,1,sober
96571911,2,never,1,never
96571953,1,occasionally,0,never
96572003,2,occasionally,0,never
96572063,2,never,0,never
96572073,2,never,1,sober
96572109,1,never,1,sober
96572112,2,occasionally,0,never
96572119,1,frequently,0,never
96572166,1,never,0,never
96572171,2,frequently,1,sober
96572177,2,occasionally,1,sober
96572191,2,never,0,never
96572196,1,never,0,never
96572197,2,never,1,sober
96572201,1,occasionally,1,intoxicated
96572218,2,occasionally,0,never
96572221,2,never,0,never
96572224,2,never,0,never
96572225,1,never,NA,never
96572226,1,never,1,intoxicated
96572227,2,never,0,never
96572260,1,occasionally,0,never
96572283,1,never,1,sober
96572286,2,never,0,never
96572289,1,never,0,never
96572295,2,never,1,never
96572298,2,never,1,never
96572318,1,never,1,sober
96572319,2,never,1,never
96572324,1,frequently,1,intoxicated
96572360,1,never,0,never
96572364,2,never,0,never
96572365,1,never,0,never
96572382,1,never,1,sober
96572386,2,never,0,never
96572387,1,never,0,never
96572388,2,frequently,1,intoxicated
96572441,1,occasionally,1,sober
96572443,1,occasionally,1,sober
96572444,2,never,1,sober
96572463,2,never,0,never
96572472,2,never,0,never
96572477,2,never,1,never
96572560,2,never,1,sober
96572565,1,never,0,never
96572648,1,never,1,sober
96572664,2,occasionally,0,never
96572870,1,occasionally,0,never
96572874,2,occasionally,1,sober
96572906,1,occasionally,1,sober
96572909,1,never,0,never
96572912,2,never,1,sober
96572915,1,never,0,never
96572916,2,occasionally,1,sober
96572923,1,occasionally,1,sober
96572926,2,never,1,never
96572963,1,never,0,never
96572972,1,frequently,0,never
96572976,2,occasionally,1,sober
96572982,1,never,0,never
96572985,2,never,0,never
96572988,1,never,0,never
96572990,2,never,1,sober
96572995,2,never,0,never
96573010,1,occasionally,1,sober
96573011,1,never,0,never
96573014,1,never,1,sober
96573099,1,occasionally,1,sober
96573108,2,occasionally,1,sober
96573219,2,occasionally,0,never
96573225,2,never,0,never
96573235,2,occasionally,1,sober
96573250,2,never,0,never
96573253,1,never,0,never
96573257,2,never,0,never
96573291,2,never,1,never
96573297,1,never,0,never
96573315,1,never,0,never
96573390,1,occasionally,0,never
96573416,1,never,0,never
96573436,2,frequently,1,sober
96573617,2,never,0,never
96573699,1,never,0,never
96573807,2,never,0,never
96573838,1,occasionally,0,never
96573891,2,never,0,never
96573929,2,never,0,never
96573932,2,occasionally,1,sober
96573941,2,never,0,never
96573944,1,never,0,never
96573945,1,never,1,never
96573946,1,never,0,never
96573947,1,occasionally,1,sober
96573948,2,never,1,sober
96573949,2,never,0,never
96573950,2,never,0,never
96573952,1,never,0,never
96573954,2,never,0,never
96573955,1,never,0,never
96573957,1,never,0,never
96573995,2,never,0,never
96573998,2,never,0,never
96573999,1,occasionally,1,sober
96574010,1,never,0,never
96574113,1,never,1,never
96574115,1,frequently,1,sober
96574198,2,never,1,sober
96574237,2,occasionally,1,sober
96574316,1,never,1,never
96574390,2,never,1,never
96574395,1,occasionally,1,intoxicated
96574411,2,occasionally,1,sober
96574419,1,never,1,sober
96574438,1,occasionally,1,sober
96574589,2,occasionally,1,sober
96574590,2,never,0,never
96574615,1,frequently,1,sober
96574616,1,never,1,intoxicated
96574632,1,never,0,never
96574791,2,occasionally,1,sober
96574803,1,never,0,never
96574805,2,occasionally,1,sober
96574815,2,never,1,sober
96574924,1,never,0,never
96574945,2,never,0,never
96575017,2,occasionally,1,sober
96575056,1,occasionally,1,intoxicated
96575057,1,occasionally,0,never
96575058,2,occasionally,0,never
96575061,2,frequently,0,never
96575066,1,occasionally,1,sober
96575067,2,never,0,never
96575073,2,never,0,never
96575074,1,never,0,never
96575079,1,never,0,never
96575086,1,never,1,sober
96575131,1,never,0,never
96575135,1,never,0,never
