AID,sex,intoxication,intercourse_dummy,intox_most_recent_sex
91575012,1,frequently,1,sober
91575060,1,never,1,never
91575065,1,never,0,never
91575076,1,occasionally,1,sober
91575077,2,occasionally,0,never
91575083,1,occasionally,1,sober
91575085,2,never,1,sober
91575094,1,frequently,1,intoxicated
91575099,2,never,0,never
91575102,1,never,0,never
91575127,2,never,1,never
91575151,1,never,1,never
91575162,2,never,1,sober
91575180,1,never,1,never
91575191,2,occasionally,1,sober
91575194,2,occasionally,1,intoxicated
91575205,1,never,0,never
91575216,2,never,1,sober
91575217,2,never,0,never
91575227,1,never,0,never
91575235,1,never,0,never
91575239,1,occasionally,0,never
91575240,1,never,0,never
91575246,2,never,0,never
91575249,1,occasionally,1,sober
91575261,2,occasionally,1,sober
91575280,1,never,0,never
91575282,2,never,1,never
91575296,1,never,0,never
91575302,1,occasionally,0,never
91575307,1,frequently,1,sober
91575315,1,never,1,sober
91575317,2,never,0,never
91575358,1,never,0,never
91575361,2,never,1,sober
91575365,1,occasionally,1,sober
91575369,1,never,1,never
91575370,1,never,0,never
91575387,1,never,1,never
91575391,2,occasionally,1,intoxicated
91575394,2,occasionally,1,intoxicated
91575408,1,occasionally,0,never
91575420,1,never,1,sober
91575432,2,never,0,never
91575477,1,occasionally,0,never
91575522,2,never,0,never
91575523,2,never,0,never
91575602,2,never,0,never
91575604,1,never,0,never
91575607,2,never,0,never
91575609,2,never,1,never
91575626,1,never,1,never
91575627,1,never,1,sober
91575628,1,never,0,never
91575726,1,never,1,sober
91575839,2,never,0,never
91575911,2,never,0,never
91575916,2,never,1,sober
91575930,2,never,0,never
91575931,1,never,1,sober
91575940,2,never,1,sober
91575943,1,never,0,never
91575948,2,never,0,never
91575949,1,never,0,never
91575956,2,occasionally,1,sober
91575961,2,occasionally,0,never
91575966,1,never,0,never
91575970,1,never,0,never
91575992,2,frequently,1,sober
91576088,2,never,0,never
91576114,1,occasionally,1,sober
91576129,2,occasionally,0,never
91576138,1,never,0,never
91576154,1,never,0,never
91576163,2,occasionally,0,never
91576199,1,never,0,never
91576219,2,never,0,never
91576240,1,never,0,never
91576243,1,never,1,sober
91576261,2,never,0,never
91576270,2,never,0,never
91576274,2,frequently,0,never
91576300,1,never,0,never
91576363,1,occasionally,0,never
91576460,2,never,0,never
91576509,1,never,0,never
91576537,2,frequently,1,sober
91576556,1,never,0,never
91576561,1,occasionally,1,sober
91576566,2,never,1,sober
91576567,1,frequently,0,never
91576576,1,never,0,never
91576611,1,frequently,1,intoxicated
91576634,2,never,0,never
91576651,2,never,1,sober
91576674,1,occasionally,0,never
91576748,1,occasionally,1,sober
91576757,2,never,1,sober
91576765,2,occasionally,1,intoxicated
91576910,2,never,0,never
91576919,2,occasionally,0,never
91576934,1,never,1,sober
91577121,1,occasionally,1,intoxicated
91577122,2,never,0,never
91577126,2,never,0,never
91577183,2,never,0,never
91577221,1,occasionally,1,sober
91577226,1,never,0,never
91577227,1,never,0,never
91577254,2,occasionally,0,never
91577256,1,frequently,1,sober
91577268,2,never,0,never
91577284,1,never,0,never
91577311,1,never,0,never
91577313,2,never,0,never
91577319,1,occasionally,1,sober
91577322,2,never,0,never
91577324,2,occasionally,1,sober
91577328,2,occasionally,0,never
91577414,2,never,0,never
91577487,2,never,0,never
91577557,1,frequently,1,sober
91577588,1,never,1,sober
91577589,2,never,1,never
91577613,2,never,0,never
91577786,1,never,0,never
91577922,2,never,0,never
91577923,2,never,0,never
91577957,2,never,0,never
91577962,2,never,1,sober
91577969,2,occasionally,1,sober
91578026,1,never,1,never
91578027,2,never,0,never
91578060,1,occasionally,1,sober
91578074,1,frequently,0,never
91578087,1,never,1,never
91578089,2,never,0,never
91578107,1,never,1,never
91578108,1,occasionally,1,sober
91578116,2,never,1,never
91578140,2,never,0,never
91578165,2,occasionally,1,sober
91578193,2,never,1,sober
91578197,2,occasionally,1,sober
91578213,2,never,1,never
91578267,2,occasionally,0,never
91578268,2,never,0,never
91578287,1,never,1,sober
91578297,1,never,0,never
91578305,1,never,1,never
91578314,2,frequently,1,sober
91578315,1,never,0,never
91578318,2,occasionally,1,sober
91578342,1,occasionally,1,sober
91578446,1,never,0,never
91578466,1,never,0,never
91578491,2,never,1,never
91578495,2,never,1,sober
91578510,1,occasionally,1,sober
91578526,2,occasionally,1,sober
91578538,1,never,0,never
91578540,2,frequently,1,sober
91578584,1,never,0,never
91578587,2,never,0,never
91578605,2,never,1,never
91578702,1,never,1,sober
91578740,2,occasionally,0,never
91578747,1,never,1,never
91578801,1,occasionally,1,sober
91578863,2,occasionally,1,sober
91578892,2,occasionally,1,sober
91578898,1,never,0,never
91578917,1,never,0,never
91578999,1,frequently,1,intoxicated
91579175,1,never,0,never
91579230,1,occasionally,1,sober
91579234,2,occasionally,1,sober
91579235,2,never,0,never
91579237,1,frequently,1,sober
91579241,1,never,0,never
91579242,1,occasionally,1,intoxicated
91579243,1,never,1,never
91579245,2,occasionally,0,never
91579246,2,never,1,never
91579248,1,never,0,never
91579257,1,never,NA,never
91579258,2,never,NA,never
91579272,2,never,1,sober
91579296,1,frequently,1,intoxicated
91579335,1,never,NA,never
91579339,1,occasionally,1,sober
91579932,1,occasionally,1,sober
91579936,1,never,1,never
91579939,1,never,1,sober
91579940,1,never,0,never
91579942,2,occasionally,1,sober
91579946,2,occasionally,1,intoxicated
91579961,2,never,1,never
91579962,1,never,0,never
91579964,2,occasionally,0,never
91579967,1,occasionally,1,sober
91579968,2,occasionally,1,sober
91579970,2,never,1,never
91579980,1,occasionally,1,sober
91579987,2,never,0,never
91579992,2,never,0,never
91579993,2,never,1,sober
91579994,1,never,0,never
91579995,2,never,0,never
91579997,2,never,0,never
91608077,1,never,0,never
91608475,2,occasionally,1,sober
91608476,2,never,0,never
91614079,1,occasionally,1,sober
91614279,2,frequently,1,intoxicated
91614578,2,occasionally,1,sober
91614772,2,frequently,1,intoxicated
91614777,1,never,1,never
91614874,2,never,1,never
91614974,1,occasionally,1,sober
91614978,1,never,0,never
91619061,1,never,0,never
91619063,1,never,0,never
91619064,2,never,0,never
91619169,1,never,0,never
91619268,1,never,0,never
91619467,2,occasionally,0,never
91619660,1,never,0,never
91619665,1,never,0,never
91619860,1,occasionally,1,sober
91619862,1,frequently,1,intoxicated
91624978,2,never,1,sober
91646122,1,never,1,never
91646126,2,never,1,sober
91676253,2,occasionally,1,sober
91676357,2,never,0,never
91676456,2,never,0,never
91676522,1,occasionally,1,sober
91676652,2,never,0,never
91676656,2,never,1,never
91676958,2,never,0,never
91678173,1,occasionally,0,never
91678373,2,never,0,never
91678473,1,never,1,never
91678572,2,never,0,never
91678674,1,never,0,never
91710018,2,never,0,never
91710037,2,never,0,never
91710130,2,never,0,never
91710173,2,occasionally,0,never
91710183,1,never,1,never
91710214,2,never,0,never
91710232,1,never,1,never
91710252,2,never,0,never
91710287,1,never,1,sober
91710293,1,never,0,never
91710339,2,never,0,never
91710454,2,never,0,never
91710485,1,never,0,never
91710652,1,never,0,never
91710655,1,never,0,never
91710852,2,never,0,never
91710915,1,never,0,never
91710973,2,never,0,never
91710996,2,never,0,never
91710998,2,never,0,never
91711065,2,never,0,never
91711167,1,never,0,never
91711277,2,never,0,never
91711371,1,never,1,never
91711476,1,never,0,never
91711865,2,never,0,never
91712211,1,never,0,never
91712217,2,never,0,never
91712273,2,never,0,never
91712274,1,never,0,never
91712298,1,never,0,never
91712314,2,never,0,never
91712371,2,frequently,1,sober
91712372,1,occasionally,1,intoxicated
91712375,2,never,0,never
91712378,2,never,0,never
91712842,2,never,0,never
91712901,2,never,0,never
91712902,2,never,0,never
91712905,1,never,0,never
91712908,2,never,0,never
91712909,2,never,0,never
91712918,2,never,0,never
91712946,1,never,1,sober
91712998,2,never,1,sober
91713006,1,never,0,never
91713031,1,occasionally,1,sober
91713039,1,never,0,never
91713106,2,never,1,sober
91713190,2,never,0,never
91713192,1,never,0,never
91713298,1,never,0,never
91713604,2,occasionally,1,sober
91713997,1,never,0,never
91713998,2,never,0,never
91714043,2,never,0,never
91714046,2,never,0,never
91714099,1,never,1,never
91714128,2,never,0,never
91714144,1,never,0,never
91714212,1,occasionally,1,sober
91714231,1,occasionally,0,never
91714235,2,never,0,never
91714237,1,never,0,never
91714241,2,never,0,never
91714326,1,never,0,never
91714332,2,never,0,never
91714335,2,never,0,never
91714338,2,never,0,never
91714913,1,never,0,never
91714928,1,occasionally,1,sober
91714938,2,never,0,never
91714987,2,never,0,never
91715064,1,never,0,never
91715124,1,never,1,never
91715256,2,never,0,never
91715280,1,never,0,never
91715282,1,never,0,never
91715286,1,never,0,never
91715365,1,never,0,never
91715395,1,never,0,never
91715828,1,never,1,never
91715892,2,occasionally,0,never
91715920,1,never,0,never
91715921,2,never,0,never
91715927,2,never,0,never
91715930,1,never,0,never
91715936,1,never,0,never
91715952,2,never,0,never
91715958,2,never,0,never
91715983,1,never,0,never
91715984,2,occasionally,0,never
91715991,2,never,0,never
91716012,2,never,0,never
91716018,2,never,0,never
91716080,1,never,0,never
91716082,1,never,0,never
91716092,1,never,0,never
91716096,1,never,0,never
91716098,1,never,0,never
91716116,2,never,0,never
91716136,1,never,0,never
91716158,2,never,0,never
91716161,2,never,0,never
91716197,2,never,0,never
91716275,2,never,0,never
91716281,2,never,0,never
91716288,2,never,0,never
91716321,1,occasionally,0,never
91716396,2,never,0,never
91716484,2,occasionally,0,never
91716621,2,never,0,never
91716890,2,never,0,never
91716901,2,never,0,never
91716902,1,never,0,never
91716903,1,never,0,never
91716908,2,never,0,never
91716924,1,never,0,never
91716952,2,never,0,never
91716957,1,occasionally,0,never
91717055,2,never,0,never
91717067,1,never,0,never
91717169,2,never,0,never
91717853,2,never,0,never
91717858,2,never,0,never
91717862,2,never,0,never
91717865,2,never,0,never
91717910,1,occasionally,0,never
91717912,1,occasionally,1,sober
91717916,2,never,0,never
91717918,1,never,0,never
91718001,2,never,0,never
91718003,2,never,0,never
91718004,1,never,0,never
91718025,2,never,0,never
91718073,2,never,0,never
91718077,2,never,0,never
91718080,1,never,0,never
91718081,2,never,0,never
91718085,1,never,0,never
91718105,1,never,0,never
91718109,1,never,0,never
91718142,2,occasionally,0,never
91718174,2,never,0,never
91718195,1,never,0,never
91718209,1,never,1,sober
91718218,2,occasionally,1,sober
91718287,2,never,0,never
91718294,1,never,0,never
91718302,2,never,0,never
91718320,1,never,0,never
91718361,1,never,1,never
91718368,1,never,0,never
91718379,2,never,0,never
91718844,2,never,0,never
91718886,1,never,1,never
91718908,1,never,0,never
91718916,1,occasionally,0,never
91718949,2,never,0,never
91718960,2,never,1,sober
91718969,1,never,0,never
91718978,1,never,0,never
91719273,1,never,0,never
91719375,2,occasionally,1,sober
91719930,2,never,0,never
91719931,2,never,0,never
91719932,2,never,0,never
91719934,2,never,0,never
91719936,2,frequently,1,sober
91719937,1,never,0,never
92316359,2,never,0,never
92316856,2,never,0,never
92374970,2,never,0,never
92374975,2,never,0,never
92374978,1,never,0,never
92374979,2,occasionally,0,never
92500037,2,occasionally,0,never
92500081,1,never,1,never
92500086,1,never,1,never
92500119,2,occasionally,0,never
92500175,2,never,0,never
92500184,2,never,1,sober
92500219,1,never,0,never
92500386,2,never,1,sober
92500618,2,never,1,never
92500739,2,never,0,never
92500914,2,occasionally,0,never
92500951,2,never,1,never
92500970,2,never,1,sober
92500982,2,never,1,never
92500984,2,never,1,sober
92501253,1,never,0,never
92503208,2,never,0,never
92503233,2,never,1,sober
92503331,2,never,1,never
92504085,2,occasionally,1,sober
92504100,1,never,0,never
92504229,1,never,0,never
92504284,1,occasionally,1,sober
92504321,1,never,1,never
92504421,2,never,0,never
92504722,2,occasionally,1,sober
92504827,2,occasionally,1,sober
92504901,2,never,0,never
92504942,1,never,0,never
92506022,1,never,0,never
92506287,2,frequently,1,sober
92506525,2,frequently,1,sober
92506687,1,occasionally,1,sober
92506844,1,never,0,never
92506889,2,never,1,sober
92506942,2,never,0,never
92506951,2,never,1,sober
92506966,1,frequently,0,never
92506983,1,never,0,never
92506993,1,never,0,never
92506995,1,never,1,sober
92507858,1,never,1,never
92507952,1,never,0,never
92507983,2,occasionally,1,sober
92508164,1,frequently,0,never
92508223,2,never,1,never
92508275,2,never,0,never
92508286,1,never,1,sober
92508530,1,never,1,sober
92508625,2,never,1,never
92508726,1,never,0,never
92508934,2,never,0,never
92508975,1,occasionally,1,sober
92540117,1,never,0,never
92540152,2,never,0,never
92540351,2,never,1,sober
92540559,2,never,0,never
92540654,1,never,0,never
92543208,2,never,0,never
92544906,1,never,0,never
92546073,2,frequently,1,sober
92546995,2,occasionally,1,sober
92570084,2,never,1,sober
92570086,2,never,1,never
92570188,1,never,1,never
92570236,1,never,0,never
92570282,2,never,0,never
92570284,2,never,0,never
92570396,1,occasionally,1,sober
92570411,2,never,1,sober
92570577,1,never,0,never
92570629,1,never,0,never
92570676,2,never,1,never
92570678,1,never,0,never
92570698,1,never,1,sober
92570722,2,never,1,never
92570821,1,frequently,1,intoxicated
92570856,2,never,1,intoxicated
92570879,2,never,0,never
92570975,2,never,1,sober
92570978,1,occasionally,0,never
92571001,2,occasionally,1,sober
92571003,2,occasionally,1,sober
92571017,2,never,1,sober
92571019,1,occasionally,1,sober
92571052,1,never,0,never
92571069,2,never,1,sober
92571075,2,never,0,never
92571106,2,occasionally,0,never
92571108,1,never,1,sober
92571175,1,never,1,sober
92571200,1,never,1,never
92571208,2,never,0,never
92571270,1,never,1,sober
92571271,1,never,1,intoxicated
92571273,1,never,1,sober
92571311,1,never,0,never
92571316,1,never,0,never
92571372,1,never,1,sober
92571374,1,never,0,never
92571476,2,never,1,never
92571664,2,never,0,never
92571709,1,occasionally,1,sober
92571801,2,never,0,never
92571819,2,never,0,never
92571867,1,never,NA,never
92572061,1,occasionally,1,sober
92572101,1,never,1,never
92572104,1,occasionally,0,never
92572106,2,never,0,never
92572108,1,never,0,never
92572119,1,never,0,never
92572162,2,never,0,never
92572168,2,never,0,never
92572169,1,never,0,never
92572171,1,frequently,1,sober
92572192,1,occasionally,0,never
92572203,1,occasionally,0,never
92572209,2,never,0,never
92572217,1,occasionally,1,sober
92572219,1,never,1,sober
92572223,1,occasionally,1,sober
92572224,1,occasionally,1,intoxicated
92572226,2,occasionally,1,sober
92572229,2,never,0,never
92572242,2,occasionally,1,sober
92572260,2,never,0,never
92572266,1,occasionally,1,sober
92572267,1,occasionally,1,sober
92572283,1,occasionally,1,sober
92572290,1,never,0,never
92572292,1,never,1,sober
92572298,1,never,0,never
92572300,2,never,0,never
92572314,2,occasionally,1,sober
92572317,1,occasionally,0,never
92572321,2,never,0,never
92572323,2,frequently,1,sober
92572324,1,never,0,never
92572345,1,occasionally,0,never
92572348,2,occasionally,1,sober
92572361,1,occasionally,0,never
92572382,1,never,0,never
92572383,2,never,1,sober
92572388,1,never,0,never
92572390,2,never,0,never
92572397,1,never,0,never
92572408,2,never,0,never
92572444,2,frequently,0,never
92572468,2,occasionally,0,never
92572648,2,occasionally,1,sober
92572665,2,never,0,never
92572669,1,never,0,never
92572802,1,never,0,never
92572803,1,never,1,intoxicated
92572842,1,occasionally,0,never
92572864,2,never,0,never
92572872,1,never,0,never
92572906,1,frequently,0,never
92572916,2,never,0,never
92572918,2,occasionally,1,sober
92572919,1,never,1,sober
92572922,2,never,0,never
92572924,1,never,1,sober
92572963,1,never,0,never
92572983,2,never,0,never
92572986,1,never,0,never
92572989,1,frequently,1,intoxicated
92573004,2,never,0,never
92573010,1,never,0,never
92573096,2,occasionally,1,intoxicated
92573118,2,never,0,never
92573136,1,never,0,never
92573194,2,never,0,never
92573211,1,never,1,never
92573232,1,occasionally,1,sober
92573311,1,never,0,never
92573316,1,never,0,never
92573497,2,never,0,never
92573499,2,occasionally,1,sober
92573531,1,never,1,sober
92573610,1,never,0,never
92573690,1,never,1,never
92573691,2,occasionally,0,never
92573693,1,never,0,never
92573697,1,never,1,never
92573816,2,never,0,never
92573818,1,occasionally,1,intoxicated
92573831,2,never,0,never
92573916,2,never,0,never
92573917,1,never,0,never
92573942,2,occasionally,1,sober
92573943,1,never,0,never
92573945,2,never,0,never
92573946,1,occasionally,1,sober
92573955,2,never,0,never
92573956,1,never,0,never
92573958,2,never,0,never
92573959,1,never,0,never
92574010,2,occasionally,1,sober
92574018,1,never,1,never
92574090,1,never,0,never
92574200,2,never,0,never
92574302,2,never,1,never
92574314,2,never,0,never
92574316,1,frequently,1,intoxicated
92574390,1,occasionally,1,sober
92574614,2,occasionally,1,intoxicated
92574633,2,never,1,never
92574700,1,never,1,never
92574701,2,never,0,never
92574703,2,never,1,never
92574739,2,occasionally,1,sober
92574794,1,never,1,never
92574808,2,never,0,never
92574810,1,occasionally,0,never
92575005,2,occasionally,0,never
92575015,2,never,0,never
92575017,2,never,0,never
92575023,2,occasionally,1,sober
92575033,1,occasionally,0,never
92575076,1,never,1,sober
92575095,1,never,1,never
92575103,2,never,0,never
92575120,1,never,1,never
92575121,2,never,1,never
92575154,2,frequently,1,sober
92575180,1,never,0,never
92575201,2,never,0,never
92575208,2,occasionally,0,never
92575213,2,never,0,never
92575217,2,occasionally,1,sober
92575222,1,never,1,sober
92575231,1,never,1,sober
92575237,1,never,0,never
92575240,2,never,0,never
92575244,2,never,1,sober
92575246,1,occasionally,1,sober
92575247,1,never,1,never
92575248,1,never,0,never
92575249,1,never,0,never
92575259,1,never,NA,never
92575263,2,occasionally,1,sober
92575292,1,occasionally,1,sober
92575297,2,never,0,never
92575324,1,frequently,1,intoxicated
92575326,2,never,0,never
92575350,1,never,0,never
92575351,1,occasionally,1,sober
92575364,1,occasionally,1,intoxicated
92575373,2,never,0,never
92575381,1,never,0,never
92575395,1,never,1,never
92575400,1,never,0,never
92575407,1,never,0,never
92575420,2,never,1,sober
92575421,2,never,0,never
92575434,2,occasionally,1,sober
92575526,1,never,0,never
92575627,2,never,0,never
92575771,2,occasionally,0,never
92575807,1,never,0,never
92575827,1,never,0,never
92575868,1,never,1,sober
92575900,2,occasionally,0,never
92575905,1,occasionally,1,sober
92575907,1,occasionally,0,never
92575911,1,never,0,never
92575916,1,occasionally,0,never
92575935,2,never,0,never
92575939,1,never,0,never
92575941,2,never,0,never
92575944,2,never,0,never
92575951,2,frequently,1,sober
92575959,2,never,1,never
92575971,1,occasionally,0,never
92575974,2,never,0,never
92575990,1,frequently,1,intoxicated
92575992,1,occasionally,0,never
92575995,2,never,0,never
92575999,2,never,0,never
92576011,2,occasionally,0,never
92576033,1,never,0,never
92576037,2,frequently,1,never
92576040,1,never,1,sober
92576122,1,never,0,never
92576182,1,never,0,never
92576248,2,never,0,never
92576288,1,never,0,never
92576312,2,never,0,never
92576328,2,occasionally,0,never
92576353,1,never,1,sober
92576439,1,never,1,sober
92576472,2,never,1,sober
92576476,1,never,0,never
92576493,1,never,1,sober
92576499,1,occasionally,1,sober
92576504,1,never,0,never
92576516,2,never,0,never
92576531,2,never,0,never
92576533,2,never,0,never
92576555,2,never,1,sober
92576556,1,never,1,sober
92576606,2,never,0,never
92576611,2,never,0,never
92576693,2,never,0,never
92576694,1,never,0,never
92576774,2,never,0,never
92576857,1,never,0,never
92576865,2,never,1,sober
92576937,2,never,0,never
92576939,1,never,0,never
92576940,1,never,1,sober
92576950,2,never,0,never
92576984,1,never,0,never
92577013,1,never,1,never
92577065,2,frequently,1,sober
92577112,2,occasionally,1,sober
92577127,2,never,0,never
92577129,1,never,1,never
92577156,1,never,1,never
92577160,2,never,1,sober
92577161,1,never,1,sober
92577217,2,never,0,never
92577252,2,occasionally,1,sober
92577326,2,never,0,never
92577368,2,never,0,never
92577514,2,frequently,1,sober
92577581,2,never,0,never
92577582,1,never,0,never
92577617,2,never,1,never
92577787,2,never,1,sober
92577864,1,occasionally,1,sober
92577917,2,occasionally,1,sober
92577918,2,occasionally,1,sober
92577920,2,never,0,never
92577927,1,occasionally,1,intoxicated
92577929,2,never,0,never
92577982,1,occasionally,1,intoxicated
92577987,2,never,1,sober
92578034,2,occasionally,1,sober
92578042,2,occasionally,0,never
92578067,1,never,0,never
92578108,2,never,1,never
92578161,2,never,1,sober
92578227,2,never,1,sober
92578280,1,never,0,never
92578283,2,never,0,never
92578310,1,never,0,never
92578387,1,never,1,sober
92578411,2,never,0,never
92578423,1,never,1,never
92578428,2,never,1,sober
92578515,2,never,1,sober
92578517,1,never,0,never
92578545,2,never,0,never
92578562,1,occasionally,1,intoxicated
92578580,1,never,0,never
92578586,1,never,0,never
92578589,1,frequently,1,sober
92578615,1,never,0,never
92578667,1,occasionally,1,sober
92578684,1,never,NA,never
92578722,1,never,1,sober
92578783,1,never,NA,never
92578846,2,never,0,never
92578860,2,never,0,never
92578889,1,never,1,never
92578899,2,never,0,never
92578902,1,never,1,never
92578907,2,never,1,never
92578930,1,never,0,never
92578935,1,never,0,never
92578969,2,never,0,never
92578984,2,never,1,sober
92578995,2,occasionally,1,sober
92579171,2,never,1,sober
92579175,2,occasionally,1,sober
92579179,2,never,0,never
92579232,2,never,1,sober
92579235,1,frequently,1,sober
92579238,1,never,0,never
92579261,1,never,0,never
92579267,1,never,0,never
92579268,2,never,1,sober
92579290,2,never,1,sober
92579291,1,occasionally,0,never
92579292,2,never,0,never
92579297,2,never,0,never
92579299,1,frequently,1,sober
92579335,2,never,1,sober
92579371,1,never,1,sober
92579376,1,never,NA,never
92579934,2,occasionally,1,sober
92579935,2,never,0,never
92579937,2,never,0,never
92579942,2,never,0,never
92579943,2,never,1,sober
92579949,1,occasionally,1,sober
92579960,1,never,0,never
92579962,2,never,0,never
92579963,1,never,0,never
92579965,2,occasionally,1,sober
92579968,1,occasionally,1,sober
92579970,2,never,1,sober
92579979,2,never,1,never
92579982,2,occasionally,0,never
92579984,1,never,0,never
92579985,2,never,1,sober
92579987,1,never,0,never
92579991,2,never,0,never
92579992,1,occasionally,1,intoxicated
92579993,1,never,0,never
92579994,2,never,0,never
92579996,1,never,0,never
92579998,2,occasionally,0,never
92593002,1,occasionally,1,sober
92606325,1,never,1,never
92606627,2,never,0,never
92608078,2,occasionally,1,sober
92608972,1,never,0,never
92614170,1,frequently,1,sober
92614372,2,occasionally,1,sober
92614975,1,occasionally,0,never
92619165,1,never,0,never
92619168,1,never,0,never
92619265,2,never,0,never
92619366,1,occasionally,0,never
92619368,2,never,0,never
92619869,2,never,0,never
92619969,2,occasionally,1,intoxicated
92624977,1,never,0,never
92676153,1,never,0,never
92676351,1,never,1,never
92676356,2,never,0,never
92676421,2,never,0,never
92676457,2,never,1,sober
92676556,2,occasionally,1,sober
92678179,2,occasionally,1,sober
92678476,1,never,0,never
92710091,2,never,0,never
92710098,1,never,0,never
92710111,1,never,1,never
92710191,2,never,0,never
92710199,1,never,0,never
92710210,1,never,0,never
92710253,2,never,0,never
92710291,2,never,0,never
92710357,1,never,0,never
92710392,1,never,0,never
92710398,1,never,0,never
92710581,1,never,1,never
92710916,2,never,0,never
92710936,2,never,0,never
92710999,2,never,0,never
92711067,1,never,0,never
92711076,1,never,1,never
92711969,2,never,0,never
92711974,1,never,0,never
92712044,2,never,0,never
92712148,1,never,0,never
92712211,1,never,0,never
92712217,2,occasionally,0,never
92712242,2,never,0,never
92712276,2,never,1,never
92712346,2,never,0,never
92712374,1,never,0,never
92712391,2,never,0,never
92712396,2,never,0,never
92712919,1,never,0,never
92712993,1,occasionally,0,never
92712996,2,never,0,never
92712998,2,never,0,never
92713030,1,never,1,never
92713035,2,never,1,sober
92713130,2,never,0,never
92713132,1,never,0,never
92713191,1,never,0,never
92713198,1,never,0,never
92713293,2,never,0,never
92713391,2,never,0,never
92713399,1,never,0,never
92713701,1,never,0,never
92713905,2,never,0,never
92713936,1,never,0,never
92713939,1,never,0,never
92714049,2,never,0,never
92714112,1,occasionally,1,sober
92714124,2,never,0,never
92714199,2,never,0,never
92714212,1,never,1,never
92714214,1,never,0,never
92714249,1,occasionally,0,never
92714330,2,never,0,never
92714331,1,never,1,sober
92714687,1,never,0,never
92714880,1,never,0,never
92714895,2,never,0,never
92714917,2,never,0,never
92714927,1,never,0,never
92714932,2,never,0,never
92714942,1,never,0,never
92714984,2,never,1,sober
92715121,1,never,0,never
92715259,2,never,1,never
92715321,1,never,1,sober
92715352,1,never,1,sober
92715357,2,never,0,never
92715399,2,never,0,never
92715896,1,never,0,never
92715931,2,never,0,never
92715932,2,never,0,never
92715934,2,never,0,never
92715935,2,never,0,never
92715936,1,never,0,never
92715953,2,never,0,never
92715956,1,frequently,1,sober
92715980,1,never,1,sober
92715984,2,never,0,never
92715985,2,occasionally,0,never
92715998,2,never,0,never
92716069,2,never,0,never
92716164,1,never,0,never
92716167,2,never,0,never
92716288,1,never,0,never
92716313,1,never,0,never
92716332,1,never,0,never
92716333,2,never,0,never
92716339,2,never,1,sober
92716353,2,never,0,never
92716360,2,never,0,never
92716390,1,frequently,0,never
92716883,2,never,0,never
92716897,2,never,1,sober
92716901,2,never,0,never
92716902,2,never,0,never
92716903,1,never,0,never
92716909,1,never,0,never
92716933,2,never,0,never
92716936,1,never,0,never
92716971,2,never,0,never
92716976,2,never,1,never
92716978,2,never,0,never
92716985,2,never,0,never
92717061,1,never,NA,never
92717166,2,never,1,never
92717265,2,never,0,never
92717368,2,never,0,never
92717460,1,never,0,never
92717862,1,never,NA,never
92717866,1,never,1,never
92717910,1,never,0,never
92717911,1,never,0,never
92717912,2,never,0,never
92717915,2,never,0,never
92717916,1,never,0,never
92717917,1,never,0,never
92717918,1,occasionally,0,never
92718020,2,never,1,sober
92718027,2,never,0,never
92718100,2,never,0,never
92718114,1,never,0,never
92718115,1,never,1,never
92718126,1,never,1,never
92718190,1,never,0,never
92718200,1,never,1,never
92718265,2,never,0,never
92718269,1,never,1,never
92718307,1,never,0,never
92718324,1,never,0,never
92718344,2,never,0,never
92718361,1,never,0,never
92718370,2,never,0,never
92718374,2,never,0,never
92718390,2,never,0,never
92718489,1,never,1,never
92718906,2,never,0,never
92718922,1,never,0,never
92718925,2,frequently,1,sober
92718929,2,occasionally,1,sober
92718945,1,never,0,never
92718978,2,never,0,never
92719277,2,never,0,never
92719934,1,never,0,never
92719936,1,never,1,sober
92719939,1,never,0,never
92719970,1,occasionally,1,intoxicated
92719971,2,never,0,never
92719975,1,never,0,never
92719979,2,never,0,never
93316052,2,never,0,never
93316251,2,never,0,never
93316956,1,occasionally,1,sober
93374970,1,never,0,never
93374973,1,never,0,never
93374975,2,never,0,never
93374978,2,never,0,never
93500252,2,never,0,never
93500356,1,never,1,never
93500376,1,never,0,never
93500378,2,never,0,never
93500385,1,never,0,never
93500455,1,never,1,never
93500514,2,never,1,sober
93500517,2,occasionally,0,never
93500815,1,never,0,never
93500915,2,never,NA,never
93500972,2,occasionally,1,sober
93500977,1,never,0,never
93501258,1,never,0,never
93503030,1,never,1,never
93503136,1,never,0,never
93503201,1,frequently,1,sober
93503507,2,never,0,never
93503804,1,never,1,never
93504001,2,never,0,never
93504004,1,never,0,never
93504281,2,never,0,never
93504404,2,never,1,sober
93504600,1,never,0,never
93504605,2,never,0,never
93504704,2,never,0,never
93504823,2,never,0,never
93504990,2,occasionally,1,intoxicated
93504993,1,never,1,never
93506053,1,never,1,never
93506129,1,occasionally,0,never
93506147,1,never,0,never
93506150,2,never,0,never
93506170,1,frequently,1,sober
93506222,1,never,1,sober
93506226,1,never,0,never
93506242,2,occasionally,1,sober
93506265,2,never,0,never
93506273,1,never,0,never
93506290,2,never,1,sober
93506340,2,occasionally,1,sober
93506345,2,never,1,sober
93506487,1,occasionally,0,never
93506573,2,occasionally,0,never
93506722,1,never,0,never
93506930,1,occasionally,1,sober
93507256,1,never,0,never
93507312,2,occasionally,1,sober
93508076,2,frequently,0,never
93508228,2,never,1,sober
93508270,1,never,1,never
93508287,2,never,1,never
